ticket_id,title,body,category
TKT-00616,Allow custom branding on shared links,We frequently send links to our clients and would love for our company logo to appear on the shared view. Is there any plan to allow custom branding on public share links? It would make our professional communications look much more consistent.,Feature Request
TKT-00617,In-app notifications for pending approvals,"I keep forgetting to check the queue for pending document approvals. If I could get a small red badge notification in the top right corner, I would never miss a deadline again. Is this something you can consider adding?",Feature Request
TKT-00618,Add search functionality within documents,I have thousands of files stored in your system and finding specific content is a nightmare. Can you implement a 'search inside file' feature? It would make document retrieval so much faster.,Feature Request
TKT-00619,Enable auto-save for long-form drafts,I just lost an hour of work because my browser refreshed while I was typing up a long response. Please add an auto-save feature that drafts are saved to the server as I type. This is vital for avoiding future data loss.,Feature Request
TKT-00620,Request for a read-only guest account,I have stakeholders who need to see the progress of a project but shouldn't be allowed to edit anything. Can we create a guest user who only has read access? That would be perfect for our client review process.,Feature Request
TKT-00621,Add social media sharing buttons to blog posts,"I really enjoy your platform, but I'm finding it difficult to share content directly to my professional network. Could you please integrate social media sharing buttons into the interface? It would help us promote our work much more effectively.",Feature Request
TKT-00622,Include a countdown timer for time-sensitive tasks,My team works on a lot of high-pressure assignments with strict deadlines. Could you add an optional countdown timer that displays how much time is left on a task? A visual reminder would really help keep us on track.,Feature Request
TKT-00623,Allow users to archive old projects,My workspace is getting cluttered with completed projects from years ago. Can you add an archive function so I can hide them without deleting them permanently? It would really help clean up my dashboard view.,Feature Request
TKT-00624,Dark mode option for the dashboard,I spend most of my workday looking at the dashboard and the white background is really straining my eyes. Could you please add a dark mode toggle to the settings menu? It would be a huge help for those of us working late hours.,Feature Request
TKT-00625,Requesting bulk export functionality,It is currently very tedious to export my reports one by one every single week. It would be incredibly useful if you added a bulk export feature so I can download everything in a single click. Please consider adding this to your upcoming roadmap.,Feature Request
TKT-00626,Need custom fields for user profiles,Our team needs to track specific metadata for each user but the current profile fields are too limited. Could you provide a way to add custom text or dropdown fields to the user profile page? This would help us keep our internal records organized.,Feature Request
TKT-00627,Ability to schedule automated reports,"I love the reporting tool, but having to generate them manually every Monday morning is a hassle. Can you implement a feature that allows me to schedule these to be sent to my team automatically? Having them land in our inboxes at 8 AM would be a lifesaver.",Feature Request
TKT-00628,Integration with calendar applications,Is there any plan to allow syncing our tasks with external calendar apps like Google or Outlook? It would make my life so much easier if I could see my task deadlines directly in my daily schedule. Thanks for your time.,Feature Request
TKT-00629,Request for keyboard shortcuts,I use this platform for hours every day and clicking every single action with my mouse is slowing me down. Could you introduce some basic keyboard shortcuts for navigation and common tasks? It would really improve my workflow efficiency.,Feature Request
TKT-00630,Adding team collaboration tags,We have a large team and it is getting difficult to keep track of who is working on what project. Can you add a feature where we can tag colleagues in specific tickets or comments? This would make communication much smoother for us.,Feature Request
TKT-00631,Feature request: Mobile offline mode,I frequently travel for work where internet connectivity is unreliable. I would love to be able to view and edit my documents in an offline mode that syncs once I am back online. Please let me know if this is on the horizon.,Feature Request
TKT-00632,Enable multi-language support,Our office has several employees who are more comfortable working in languages other than English. Are there any plans to localize the interface for different regions? This would make the software much more accessible for our global staff.,Feature Request
TKT-00633,Requesting undo button for changes,I accidentally deleted a project item yesterday and there was no way to restore it. Could you please implement an undo or a trash bin feature for accidental deletions? It would provide a lot of peace of mind.,Feature Request
TKT-00634,Customizable dashboard widgets,"The current dashboard layout is okay, but I would like to move things around and hide the modules I don't use. Could we get a feature to drag and drop or customize the dashboard layout? That would make the workspace feel much more personalized.",Feature Request
TKT-00635,Request for read receipts,"When I send messages to my clients through your platform, I never know if they have seen them. Could you add read receipts or status indicators for messages? It would help me track my follow-up process much better.",Feature Request
TKT-00636,Two-factor authentication improvement,Currently the security options are a bit limited. I would like to see support for app-based authenticator codes rather than just SMS. This would make our account security much more robust.,Feature Request
TKT-00637,Bulk editing for items,I have hundreds of items that need the same status updated and doing it one by one is taking forever. Can you add a checkbox system to allow for bulk updates? It would save me hours of repetitive work.,Feature Request
TKT-00638,Add a rich text editor,"The plain text editor is a bit restrictive for our team's documentation needs. Could you add options for bold, italics, headers, and bullet points? It would make our notes much easier to read.",Feature Request
TKT-00639,Requesting a guest access role,"We often need to show our progress to clients, but we do not want to give them full account permissions. Could you create a read-only guest role for external visitors? This would be very helpful for project transparency.",Feature Request
TKT-00640,Increase file upload limit,"We frequently need to share high-resolution design files with our team, but the current limit is too small. Could you please increase the file upload size? Even a slight bump would really help us out.",Feature Request
TKT-00641,Color coding for task priority,It is hard to distinguish urgent tasks from the background noise. Could you allow us to color-code tasks based on priority? A simple red/yellow/green indicator would really help with our daily planning.,Feature Request
TKT-00642,Requesting audit logs for security,"For compliance reasons, my company needs to see who edited what and when. Can you provide an audit log feature for project changes? This is a requirement for our internal security audits.",Feature Request
TKT-00643,Add search functionality for comments,I often remember a specific detail from a past conversation but I cannot find it easily. Could you add a search bar that looks through past comments and messages? That would be a huge time saver.,Feature Request
TKT-00644,Dark mode support for mobile app,"I really love using your platform, but the bright white background is straining my eyes at night. It would be amazing if you could implement a system-wide dark mode setting. Please let me know if this is on the roadmap.",Feature Request
TKT-00645,Request for bulk export functionality,"Currently, I have to download my data files one by one, which is extremely inefficient for my workflow. Could you add a feature to select multiple files and export them as a single ZIP archive? This would save me hours of repetitive work every week.",Feature Request
TKT-00646,Need custom reporting dashboards,"The standard reports are helpful, but I need to track specific KPIs that aren't currently available. Adding a drag-and-drop dashboard builder would be a game changer for our team. We really need more flexibility in how we visualize our metrics.",Feature Request
TKT-00647,Add two-factor authentication via app,I am concerned about the security of my account and would like to use an authenticator app for 2FA. SMS codes are not reliable enough for me. Can you prioritize adding support for TOTP applications?,Feature Request
TKT-00648,Integration with calendar applications,It would be super helpful if tasks created in your system could automatically sync with my external calendar. Having to manually input dates is prone to human error and I often miss deadlines. Is this integration currently in development?,Feature Request
TKT-00649,Ability to add custom tags to tasks,My team is growing and the current categorization system is too rigid for our needs. We need the ability to create our own custom tags to filter and organize our work better. Please consider adding this to your next update.,Feature Request
TKT-00650,Request for read receipts on messages,"When I send important documents to clients through your messaging portal, I have no idea if they have actually opened them. Could you add a read receipt indicator? It would help me know if I need to follow up sooner.",Feature Request
TKT-00651,Option to snooze notifications,I get way too many alerts when I'm trying to focus on deep work. Can you add a 'snooze' button so I can pause notifications for an hour or two? It would make the app much less distracting.,Feature Request
TKT-00652,Batch editing for user profiles,Managing permissions for fifty employees individually is a nightmare. Please allow us to select multiple users and update their access levels at once. This would significantly reduce the time our admin team spends on maintenance.,Feature Request
TKT-00653,Support for markdown in comments,"I find it very hard to format my comments without support for simple markdown like bold, italics, or code blocks. Writing technical documentation inside the system is currently quite frustrating. Please add this simple feature.",Feature Request
TKT-00654,Request for custom domain mapping,We are looking to white-label our client portal and would love to map it to our own custom domain. Is this something your current architecture supports or plans to support soon? We'd love to make this look more professional.,Feature Request
TKT-00655,Add undo button for deletions,I accidentally deleted a project yesterday and there was no way to recover it. It would be great to have an undo feature or at least a trash bin folder. Please save me from my own clumsy fingers.,Feature Request
TKT-00656,In-app image annotation tools,"When reporting bugs, it takes forever to take a screenshot, open an editor, draw an arrow, and save it. Could you build an annotation tool directly into the reporting form? That would speed up our feedback process immensely.",Feature Request
TKT-00657,Request for keyboard shortcuts,I'm a power user and rely heavily on hotkeys to navigate software quickly. The lack of keyboard support makes the current interface feel slow. Please publish a list of supported shortcuts or add custom key mapping.,Feature Request
TKT-00658,Option to archive rather than delete,"I don't always want to permanently remove old records, but they are cluttering my main view. An 'archive' function that hides items from the active list would be perfect. This would help us keep things tidy without losing history.",Feature Request
TKT-00659,Add guest access permissions,We want to invite external contractors to specific project boards without giving them full access to our database. Could you implement a 'read-only' or 'guest' role? It's essential for our security compliance.,Feature Request
TKT-00660,Language localization for regional teams,Our branch office in Tokyo is struggling because the interface is only in English. Do you have plans to add support for other languages like Japanese? It would really help with adoption across our global teams.,Feature Request
TKT-00661,Request for a recurring task feature,"Some of our administrative tasks happen every single week, and I'm tired of creating them manually. Can you add a feature that automatically generates a new task based on a schedule? It would be a huge time saver.",Feature Request
TKT-00662,Advanced search filtering options,"Searching for files currently returns too many irrelevant results. Could you add filters for date ranges, file types, and owner? This would make finding specific documentation so much faster.",Feature Request
TKT-00663,Dashboard color customization,"I find the default color palette a bit dull and hard to distinguish at a glance. It would be awesome if we could choose our own color themes for the main dashboard. It's a small change, but it would really brighten up the interface.",Feature Request
TKT-00664,Add Dark Mode support to the desktop application,I spend hours every day working in your app and the bright white interface is really straining my eyes. It would be amazing if you could implement a dark mode option in the settings. This would make my workflow much more comfortable during late hours.,Feature Request
TKT-00665,Feature request: CSV export for transaction history,"I really need a way to export my transaction history into a CSV file so I can manage my budget in Excel. Currently, I have to copy and paste everything manually which is incredibly time-consuming and prone to errors. Please add an export button to the activity tab.",Feature Request
TKT-00666,Requesting two-factor authentication via app,"I love the platform, but I am very concerned about security. Can you add an option for two-factor authentication using authenticator apps instead of just SMS? It would give me much better peace of mind regarding my account safety.",Feature Request
TKT-00667,Need bulk delete option for messages,My inbox is completely cluttered with old notifications that I no longer need. Clicking each one individually to delete it takes forever. Could you please add a select-all feature or a bulk delete button?,Feature Request
TKT-00668,Please allow custom folder categories,I have so many files saved on my dashboard that it has become impossible to find anything quickly. Being able to create custom folders to organize these files would be a huge productivity boost. Is this something your team is planning to work on soon?,Feature Request
TKT-00669,Include keyboard shortcuts for navigation,I am a power user and find myself constantly reaching for the mouse to navigate between menus. Implementing keyboard shortcuts would significantly speed up my daily tasks. Even a small set of basic commands would be greatly appreciated.,Feature Request
TKT-00670,Integration request for calendar apps,It would be super helpful if the tasks I create here could automatically sync with my external calendar. Having to manually enter deadlines in two places is leading to scheduling conflicts. Do you have any plans to support calendar integrations in the near future?,Feature Request
TKT-00671,Customizable dashboard widgets,"The current dashboard layout is okay, but I wish I could rearrange the widgets based on what I prioritize. Some users might want the analytics at the top, while I prefer the recent activity feed. Making the dashboard modular would satisfy everyone.",Feature Request
TKT-00672,Add collaborative editing for documents,"My team and I are trying to use your platform for shared projects, but we keep overwriting each other's changes. It would be fantastic if we could edit documents simultaneously in real-time. This feature would make your tool much more viable for enterprise teams.",Feature Request
TKT-00673,Option to snooze notifications,The constant pings while I am in deep focus mode are distracting. Can you add a simple snooze button that mutes notifications for an hour or two? It would make the app much less intrusive during the workday.,Feature Request
TKT-00674,Request for advanced search filters,"Searching for specific items is getting difficult as my database grows. It would be great to have filters for date range, category, and priority level. Currently, the search bar just returns way too many unrelated results.",Feature Request
TKT-00675,Please add undo button for deletions,"I accidentally deleted a project that took me days to set up because I clicked the wrong button. There is no confirmation prompt, and now the data is gone forever. Can you please add an undo feature or a trash bin to recover deleted items?",Feature Request
TKT-00676,Need multi-language support in the interface,My international team members are struggling to use the software because it is only available in English. Would it be possible to add language selection options for the UI? This would make the platform much more accessible for our global employees.,Feature Request
TKT-00677,Requesting a read-only guest access role,"I want to share my progress with my clients, but I don't want them to have editing permissions. Is there a way to create a read-only guest link? This would allow me to show off my work without worrying about accidental changes.",Feature Request
TKT-00678,Feature request: image compression for uploads,"When I upload high-res images to the project boards, the page load time increases significantly. Could you implement an automatic compression tool for uploads? It would keep the application running smoothly even when we are sharing large assets.",Feature Request
TKT-00679,Offline mode request,"I often travel for work and have unstable internet access, which makes the app unusable for long stretches. Could you develop an offline mode that allows me to keep working and syncs once the connection is restored? That would be a game changer for me.",Feature Request
TKT-00680,Allow custom branding for shared reports,"I really like the reports generated by your system, but I need to show them to clients. It looks unprofessional when they have your logo instead of mine. Could we get a feature to upload our own company branding on shared exports?",Feature Request
TKT-00681,Wishlist: audio transcription for voice notes,"I use the voice memo feature frequently, but it is annoying that I have to listen to the whole thing to find specific details. If the system could automatically transcribe these notes into text, it would save me so much time. Is this in your roadmap?",Feature Request
TKT-00682,Request for monthly billing cycle,I am currently on the annual plan but would prefer to switch to monthly payments for better cash flow management. I do not see an option to change this in my account settings. Could you update my billing preference or add that as a feature?,Feature Request
TKT-00683,Add color-coding for priority items,"It is hard to distinguish urgent tasks from low-priority ones at a glance. If we could assign custom colors to different task levels, the list view would be so much easier to scan. This seems like a simple UI change that would provide high value.",Feature Request
TKT-00684,Dark mode support for desktop dashboard,"I really love using your platform, but the bright white background is killing my eyes during late-night sessions. Could you please consider adding a dark mode toggle to the settings menu? It would make the interface much more comfortable for long-term use.",Feature Request
TKT-00685,Bulk export functionality for report history,It currently takes me forever to download my monthly reports one by one. Would it be possible to add a feature that allows me to select multiple reports and export them as a single zip file? This would save me a significant amount of administrative time each week.,Feature Request
TKT-00686,Keyboard shortcuts for faster navigation,I am a power user and find myself clicking the same menu items repeatedly. Adding standard keyboard shortcuts would drastically improve my workflow efficiency. I would love to see a list of customizable hotkeys implemented soon.,Feature Request
TKT-00687,Two-factor authentication using authenticator apps,I am concerned about the security of my account and would like to move beyond SMS-based authentication. Could you please add support for standard TOTP authenticator apps? This is a standard security feature that I feel is currently missing.,Feature Request
TKT-00688,Ability to share folders with read-only access,"Currently, I can only give team members full edit access to my folders. It would be extremely helpful if there were a read-only permission level. This way I can share files without worrying about accidental deletions or changes.",Feature Request
TKT-00689,Integration with external calendar applications,Can you please add an option to sync my tasks with Google Calendar or Outlook? I rely heavily on my calendar to manage my daily schedule. Having my due dates show up automatically would prevent me from missing important deadlines.,Feature Request
TKT-00690,In-app image annotation tools,"Whenever I share a screenshot with my team, I have to open a separate program to draw arrows or highlight areas. Could you add a basic markup tool directly into the image viewer? It would streamline our feedback loop significantly.",Feature Request
TKT-00691,Custom branding options for shared reports,I send reports to clients frequently and would love to add our own company logo to the header. Is there any plan to introduce custom branding settings for public share links? It would make my presentations look much more professional.,Feature Request
TKT-00692,Support for recurring tasks with custom intervals,"I need to set up tasks that repeat every two weeks, but the current UI only supports weekly or monthly options. Could you add a custom interval setting to the task recurrence picker? That would solve my scheduling headache.",Feature Request
TKT-00693,Multiple language support for the interface,Some of my team members are not native English speakers and struggle with certain terminology in the dashboard. Is there any plan to support additional languages? A Spanish or French version would be incredibly helpful for our international office.,Feature Request
TKT-00694,Mobile app push notifications for comments,I never know when a colleague replies to a thread unless I check the app manually. Could you please add push notifications specifically for mentions or comments? This would help me stay on top of urgent project discussions while I am away from my desk.,Feature Request
TKT-00695,Advanced filter options in the search bar,"The search function is great, but it returns too many irrelevant results when searching for common terms. Can you add filters for date ranges or file types? It would make finding older documents much less tedious.",Feature Request
TKT-00696,Guest access for specific project boards,I have contractors that I need to grant temporary access to a single board without giving them access to everything. Is there a way to limit permissions to a specific project? This would really help with our security protocols.,Feature Request
TKT-00697,Drag-and-drop file organization,It is currently quite clunky to move files between folders by clicking the move button and scrolling through a list. Could you enable drag-and-drop functionality for files? It would make organizing my workspace much faster.,Feature Request
TKT-00698,Auto-save functionality for long form inputs,I just lost an hour of work because my browser refreshed while I was typing a long document description. Could you please implement an auto-save feature that drafts the content periodically? This would be a lifesaver for all users.,Feature Request
TKT-00699,Public API access for custom integrations,We have a custom internal dashboard and would love to pull data directly from your service. Are there any plans to release a public API with documentation? We want to build an automated workflow that connects your data to our CRM.,Feature Request
TKT-00700,User-defined custom fields in profile,I want to track extra information about my clients that isn't captured by your default form fields. Can you add a feature for custom fields that we can name and populate ourselves? This would give us the flexibility we need.,Feature Request
TKT-00701,Offline mode for desktop application,"My internet connection at the warehouse is very spotty, and the app is unusable when it drops. Could you look into adding an offline mode that syncs changes once I reconnect? It would make the tool much more reliable for my field staff.",Feature Request
TKT-00702,Dashboard widgets for real-time analytics,"I would love to be able to see my key performance metrics immediately upon logging in. Could you add customizable dashboard widgets that display real-time data? Currently, I have to navigate to three different pages just to see our daily totals.",Feature Request
TKT-00703,Email digest summary of team activity,I find myself checking the app constantly just to see if anyone has updated their status. Would it be possible to get a daily email digest summarizing all team activity? That way I can stay informed without feeling the need to check the app every hour.,Feature Request
TKT-00704,Dark mode option for dashboard,I spend hours looking at your dashboard and the white background is really straining my eyes. Could you please add a dark mode toggle to the settings menu? It would make my late-night work sessions much more comfortable.,Feature Request
TKT-00705,Requesting multi-factor authentication,I am concerned about the security of my account and would love to see an option for multi-factor authentication. Adding app-based authenticator support would give me much better peace of mind. Are there any plans to implement this soon?,Feature Request
TKT-00706,Bulk export functionality,"It would be incredibly helpful if I could select multiple entries and export them as a single CSV file. Right now, I have to download each one individually, which is a huge waste of my time. Please add a bulk action menu to the main list view.",Feature Request
TKT-00707,In-app notification preferences,I'm getting way too many emails for every little update. I wish I could just toggle these off and stick to in-app notifications instead. Can you add a tab for notification management in the profile section?,Feature Request
TKT-00708,Need a desktop application,"The web interface is great, but I would really love a native desktop app for my workflow. Being able to pin it to my taskbar would help me stay focused. Is this something your team is considering for the roadmap?",Feature Request
TKT-00709,Custom tag coloring,My workspace is getting a bit cluttered and it is hard to differentiate my categories. It would be awesome if I could manually assign colors to my custom tags. This would make everything so much easier to read at a glance.,Feature Request
TKT-00710,Integration with calendar apps,Can you please sync my scheduled tasks directly to my personal calendar? Manually adding these events is becoming tedious. An automated push notification or iCal feed link would solve this issue immediately.,Feature Request
TKT-00711,Keyboard shortcuts for navigation,"I love using keyboard shortcuts, but I feel like your interface is lacking them for the navigation menu. Could you add hotkeys to jump between the primary tabs? It would definitely speed up my daily usage significantly.",Feature Request
TKT-00712,Sub-folders for project organization,My main project folder is getting way too messy with dozens of files sitting in one place. Please allow us to create sub-folders or nested collections to keep things organized. This is a standard feature that I feel is currently missing.,Feature Request
TKT-00713,Voice dictation for notes,I often have ideas while I am on the go and cannot type them out. A voice-to-text feature within the note-taking tool would be a game changer for me. Do you have any plans to integrate an audio transcription feature?,Feature Request
TKT-00714,Guest contributor role,I need to share specific files with external contractors without giving them full access to my account. Could you implement a limited guest user role? They only need to view and comment on documents.,Feature Request
TKT-00715,Auto-save functionality for drafts,I just lost a long piece of work because the browser crashed and the text didn't save. Can you implement an auto-save feature that works in the background? It would be a lifesaver for those of us who forget to hit the save button.,Feature Request
TKT-00716,Time tracking report feature,Is there any way to generate a summary report of hours spent on specific projects? I need this for my client invoicing every month. A simple bar chart or downloadable PDF would be perfect.,Feature Request
TKT-00717,Drag and drop reordering,It is frustrating that I cannot manually reorder my list items by dragging them. I have to change the priority number on every single item. A drag-and-drop UI would make this much more intuitive.,Feature Request
TKT-00718,Template library,I keep recreating the same report structure every time I start a new project. Could you add a feature where I can save a project layout as a template? This would save me so much effort.,Feature Request
TKT-00719,API access for developers,I am trying to build a small internal tool that pulls data from your platform. Will you be releasing an open API documentation anytime soon? Having programmatic access would be incredibly beneficial.,Feature Request
TKT-00720,Colorblind mode accessibility,"Some of your status indicators rely entirely on red and green color coding, which makes them impossible for me to distinguish. Please add an accessibility option for colorblind users that includes shapes or icons. This would greatly improve usability for me.",Feature Request
TKT-00721,Archiving feature for old tasks,My task list is bloated with completed items from last year. Can we get an archive button that hides these completed tasks but doesn't delete them permanently? That way I can keep my current workspace clean.,Feature Request
TKT-00722,Search filters by date,Searching for files is difficult because I cannot filter by specific date ranges. Adding a calendar range picker to the search results page would make finding historical documents much faster. I hope this can be prioritized.,Feature Request
TKT-00723,Shared workspace collaboration,I want to work on documents simultaneously with my teammates. Is live multi-user editing on the roadmap? It would really help our team work more efficiently without overwriting each other's changes.,Feature Request
TKT-00724,Add Dark Mode support to the desktop application,I spend hours using your software for work and the bright white interface is causing significant eye strain. Could you please implement a native dark mode setting? It would make my workflow much more comfortable.,Feature Request
TKT-00725,Requesting ability to bulk export reports as CSV,"Currently, I have to download each report individually which is very time-consuming. It would be a huge help if you added a feature to select multiple reports and export them as a single CSV file. Thanks.",Feature Request
TKT-00726,Need more granular user permission settings,We need the ability to restrict team members from editing specific folders while still allowing them to view the contents. The current 'all or nothing' permission structure doesn't fit our organizational security needs. Please consider adding custom roles.,Feature Request
TKT-00727,Integration with third-party project management tools,Is there any plan to add an API bridge to popular project management software? My team uses a different task manager and it would be great to see our project updates mirrored there automatically.,Feature Request
TKT-00728,Add keyboard shortcuts for navigation,I would love to see some keyboard shortcuts implemented for navigating between the different dashboard modules. Moving back and forth with the mouse is slowing me down quite a bit. It would really improve efficiency for power users.,Feature Request
TKT-00729,Add secondary currency support for invoicing,"My business is expanding internationally and I need to bill clients in multiple currencies. Currently, the system only supports local currency which is becoming a major blocker for us. Please add a multi-currency feature soon.",Feature Request
TKT-00730,Add drag-and-drop file organization,Managing files in the cloud storage section is tedious right now because I have to move items one by one. It would be great if I could just drag and drop files into folders. This would save me so much time.,Feature Request
TKT-00731,Custom branding options for shared links,"When I share a folder with my clients, the page looks very generic. Can we get an option to upload our company logo and change the accent colors on those public-facing pages? It would look much more professional.",Feature Request
TKT-00732,Include a text search feature within PDF documents,I have thousands of documents stored here and finding specific information is difficult. Could you add a search feature that actually indexes the text inside the uploaded PDFs? That would be a game changer for our research.,Feature Request
TKT-00733,Two-factor authentication via app,"I am concerned about account security and would feel much safer if you supported authenticator apps for 2FA. SMS codes are fine, but I prefer the security and convenience of an app-based TOTP solution. When will this be available?",Feature Request
TKT-00734,Ability to duplicate past invoices,I have several recurring clients and I hate having to recreate their invoices from scratch every single month. Could you add a simple 'Duplicate' button next to previous invoices? That would make my billing process so much faster.,Feature Request
TKT-00735,Add social media sharing buttons to published posts,We want to increase our reach and it is frustrating that we have to copy and paste links manually to share our content. Could you integrate direct social media sharing buttons onto the published post page? It seems like a standard feature that is currently missing.,Feature Request
TKT-00736,Request for a read-only guest access mode,"Sometimes I just want to show a client the status of a project without giving them full editing access. Does the platform allow for a read-only guest invite? If not, this is definitely a feature I would like to see added.",Feature Request
TKT-00737,Implement auto-save for long-form content editors,I accidentally closed my browser while working on a long draft and lost everything. Is it possible to implement an auto-save feature that stores drafts locally? This would prevent a lot of frustration for users writing long documents.,Feature Request
TKT-00738,Add custom fields to the user profile,"My team needs to track specific metadata for each user, but the current fields are too limited. It would be fantastic if we could create our own custom profile fields. Let me know if this is on your roadmap.",Feature Request
TKT-00739,Add an email notification digest,I am getting way too many individual emails whenever a team member leaves a comment. Is there a way to receive a daily digest instead? It would really help keep my inbox from becoming cluttered.,Feature Request
TKT-00740,Video embedding support in project descriptions,We often use video walk-throughs to explain our design concepts to clients. Being able to embed videos directly in the project notes would make things much clearer. Can you support direct video embeds?,Feature Request
TKT-00741,Add an 'Undo' button for deleted items,I accidentally deleted a file and I couldn't find a way to restore it myself. It would be super helpful if there was a simple 'Undo' button or a trash bin area. That would save me from having to contact support for simple mistakes.,Feature Request
TKT-00742,Requested feature: Offline mode for mobile app,"My work involves frequent travel where I often lose internet connection. Can you make the mobile app functional while offline, syncing everything once I reconnect? This would make the app actually usable for me while on the road.",Feature Request
TKT-00743,Add table of contents generator,I write long reports and manual indexing is taking forever. Could you add an automatic table of contents feature that uses header styles? That would save me hours of manual formatting every month.,Feature Request
TKT-00744,Dark mode option for the dashboard,I spend hours looking at your dashboard every day and the bright white background is really straining my eyes. Could you please add a dark mode toggle to the user settings? It would make a huge difference for my late-night work sessions.,Feature Request
TKT-00745,Export reports to PDF format,"Currently, I can only download my analytics reports as CSV files. It would be incredibly helpful if I could export them directly as PDFs for my weekly management presentations. This would save me a lot of time on formatting.",Feature Request
TKT-00746,Bulk delete functionality for saved items,I have hundreds of old entries in my saved list and it is tedious to remove them one by one. Can you please implement a multi-select option so I can delete them in bulk? This feature would significantly improve my workflow efficiency.,Feature Request
TKT-00747,Integration with calendar applications,"It would be great if the system could automatically sync deadlines and scheduled tasks with my Google or Outlook calendar. Right now, I have to manually copy everything over, which leaves room for human error. Is there any plan to support API-based calendar syncing?",Feature Request
TKT-00748,Custom tags for organizing projects,My projects are growing in number and I'm having a hard time keeping track of them with the current folders. Could you allow users to add custom tags to projects? Being able to filter by these tags would make organization much easier.,Feature Request
TKT-00749,Two-factor authentication via authenticator app,I am worried about the security of my account and I see you currently only support email-based codes. Could you add support for time-based one-time password apps like Authy or Google Authenticator? It would definitely give me more peace of mind.,Feature Request
TKT-00750,Voice command support for mobile app,I often use your app while I am on the move and cannot type easily. It would be awesome if I could add new tasks using voice commands. Please consider adding a microphone icon to the input field.,Feature Request
TKT-00751,Font size adjustment in reader view,Some of the articles are really difficult to read due to the small font size. Adding a simple zoom or font-size adjustment slider in the reader view would be very appreciated by those of us with poor eyesight. Please look into this accessibility improvement.,Feature Request
TKT-00752,Collaborative real-time editing,"My team is currently using your platform for shared documents, but it is annoying that we have to refresh the page to see each other's changes. Is there a plan to introduce real-time collaborative editing? This would be a game-changer for our team collaboration.",Feature Request
TKT-00753,Add a undo button,"I accidentally deleted a large section of my notes because I clicked the wrong button. There is no way to reverse this action, and I lost a lot of work. Please add an undo feature or a version history log for accidental deletions.",Feature Request
TKT-00754,Keyboard shortcuts for navigation,"As a power user, I find it frustrating to constantly navigate using the mouse. Could you publish a list of keyboard shortcuts or allow us to customize our own? It would drastically speed up my daily tasks.",Feature Request
TKT-00755,Desktop widget for quick status updates,"I want to be able to see my current task progress without having to open the entire browser window. A small desktop widget that displays key metrics would be fantastic. This way, I can stay focused while keeping an eye on my work.",Feature Request
TKT-00756,Custom dashboard layout,"I find that some widgets on the dashboard are useless for my role, while others are hidden too deep. Can we have the ability to drag and drop widgets to create a custom layout? This would allow me to prioritize the data I care about most.",Feature Request
TKT-00757,API support for third-party automation,"We are looking to automate some of our data entry processes using a tool like Zapier. Does your service offer an open API that we could connect to? If not, are there any plans to open one up for enterprise customers?",Feature Request
TKT-00758,Printable version of invoices,The current invoice display is messy when I try to print it directly from the browser. Could you add a 'Printer-Friendly' button that formats the layout correctly for an A4 sheet? It would make my accounting process much cleaner.,Feature Request
TKT-00759,More color themes for UI,"The standard blue and gray theme is a bit boring, and I would love to see more options. Maybe you could add a selection of different color palettes that users can choose from in their profile settings. It would be a fun way to personalize the workspace.",Feature Request
TKT-00760,Auto-save for drafts,I lost an entire hour of writing because my browser crashed and there was no auto-save feature. Could you please implement an automatic save function that triggers every minute? It would prevent a lot of frustration for your users.,Feature Request
TKT-00761,Ability to archive folders,"I have so many old projects that I don't want to delete, but they are cluttering my main view. Could you provide an 'Archive' option to move these into a separate, hidden directory? This would really help clean up my sidebar.",Feature Request
TKT-00762,Sub-task nesting limit increase,"I often need to break down my tasks into several sub-levels, but the current nesting limit is too shallow. Can you allow us to create deeper sub-task hierarchies? It would really help with managing complex project timelines.",Feature Request
TKT-00763,Search filter for file types,"When I search my documents, it returns everything including images and PDFs. Can you add a filter so I can search specifically for text files or spreadsheets? That would save me so much time when I'm looking for a specific report.",Feature Request
TKT-00764,Request for Dark Mode support,I spend most of my time working in your dashboard late at night. Could you please add a dark mode toggle to the settings menu? My eyes would really appreciate the relief.,Feature Request
TKT-00765,Need bulk export for monthly reports,"Currently, I have to download my data one entry at a time for my accounting team. It would save me hours if there was a bulk export button in the history tab. Please consider adding CSV support for multiple selections.",Feature Request
TKT-00766,Integrate with third-party calendar apps,It would be incredibly helpful if your platform could sync directly with my calendar. Manually typing in deadlines is prone to error and takes up valuable time. Are there any plans to build this integration?,Feature Request
TKT-00767,Add two-factor authentication options,I am worried about account security and would love to see more MFA options added. Could you support hardware security keys or authenticator apps instead of just SMS? This is a requirement for my company compliance policy.,Feature Request
TKT-00768,Customizable dashboard widgets,"The current dashboard layout is okay, but I wish I could rearrange the widgets. I really only care about the analytics section and would like to move it to the top. Please give us more control over the interface.",Feature Request
TKT-00769,Add undo button for accidental deletions,I accidentally deleted a project folder today and lost all my progress. There is no confirmation prompt or undo feature to save me. Please add an 'Are you sure?' pop-up or a trash bin folder.,Feature Request
TKT-00770,Request for keyboard shortcuts,I use this application every single day for work and I am looking for ways to speed up my workflow. Could you implement keyboard shortcuts for common actions like saving or navigating between tabs? It would make such a difference in my efficiency.,Feature Request
